"","Sample","downloaded","mapped","asked","circ","path","Type","Cellline","OncotreeLineage","is_ecDNA"
"1","GSE131956_GSM3832731_GBM_GBM39_ATAC_Rep1",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/GSE131956_GSM3832731_GBM_GBM39_ATAC_Rep1","ATAC","GBM39","CNS/Brain","1"
"2","SRP080870_GSM2258918_BRCA_HCC1937_Input_Rep1",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP080870_GSM2258918_BRCA_HCC1937_Input_Rep1","Input","HCC1937","Breast","0"
"3","SRP080870_GSM2258900_BRCA_MB468_Input_Rep1",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP080870_GSM2258900_BRCA_MB468_Input_Rep1","Input","MDAMB468","Breast","0"
"4","SRP080870_GSM2258882_BRCA_MB436_Input_Rep1",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP080870_GSM2258882_BRCA_MB436_Input_Rep1","Input","MDAMB436","Breast","0"
"5","SRP080870_GSM2258864_BRCA_MB231_Input_Rep1",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP080870_GSM2258864_BRCA_MB231_Input_Rep1","Input","MDAMB231","Breast","0"
"6","SRP080870_GSM2258846_BRCA_HCC1954_Input_Rep1",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP080870_GSM2258846_BRCA_HCC1954_Input_Rep1","Input","HCC1954","Breast","0"
"7","SRP080870_GSM2258828_BRCA_AU565_Input_Rep1",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP080870_GSM2258828_BRCA_AU565_Input_Rep1","Input","AU565","Breast","0"
"8","SRP080870_GSM2258810_BRCA_SKBR3_Input_Rep1",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP080870_GSM2258810_BRCA_SKBR3_Input_Rep1","Input","SKBR3","Breast","0"
"9","SRP080870_GSM2258792_BRCA_UACC812_Input_Rep1",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP080870_GSM2258792_BRCA_UACC812_Input_Rep1","Input","UACC812","Breast","0"
"10","SRP080870_GSM2258774_BRCA_MB361_Input_Rep1",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP080870_GSM2258774_BRCA_MB361_Input_Rep1","Input","MDAMB361","Breast","0"
"11","SRP080870_GSM2258756_BRCA_ZR751_Input_Rep1",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP080870_GSM2258756_BRCA_ZR751_Input_Rep1","Input","ZR751","Breast","0"
"12","SRP080870_GSM2258738_BRCA_MCF7_Input_Rep1",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP080870_GSM2258738_BRCA_MCF7_Input_Rep1","Input","MCF7","Breast","0"
"13","SRP050192_GSM1842721_BRCA_T47D_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP050192_GSM1842721_BRCA_T47D_Input","Input","T47D","Breast","0"
"14","SRP050192_GSM1842718_BRCA_SUM185_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP050192_GSM1842718_BRCA_SUM185_Input","Input","SUM185PE","Breast","0"
"15","SRP050192_GSM1842715_BRCA_SUM149_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP050192_GSM1842715_BRCA_SUM149_Input","Input","SUM149PT","Breast","0"
"16","SRP050192_GSM1842710_BRCA_SUM149R_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP050192_GSM1842710_BRCA_SUM149R_Input","Input","SUM149PT","Breast","0"
"17","SRP050192_GSM1842705_BRCA_SUM1315_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP050192_GSM1842705_BRCA_SUM1315_Input","Input","SUM1315MO2","Breast","0"
"18","SRP050192_GSM1842702_BRCA_MDA436_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP050192_GSM1842702_BRCA_MDA436_Input","Input","MDAMB436","Breast","0"
"19","SRP050192_GSM1842699_BRCA_HCC1395_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP050192_GSM1842699_BRCA_HCC1395_Input","Input","HCC1395","Breast","0"
"20","SRP050192_GSM1553140_BRCA_SUM159_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP050192_GSM1553140_BRCA_SUM159_Input","Input","SUM159PT","Breast","0"
"21","SRP050192_GSM1553135_BRCA_SUM159R_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP050192_GSM1553135_BRCA_SUM159R_Input","Input","SUM159PT","Breast","0"
"22","SRP090546_GSM2330578_BRCA_HCC1806_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP090546_GSM2330578_BRCA_HCC1806_Input","Input","HCC1806","Breast","0"
"23","SRP090546_GSM2330606_BRCA_SUM229_Pos_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP090546_GSM2330606_BRCA_SUM229_Pos_Input","Input","SUM102PT","Breast","0"
"24","SRP090546_GSM2330609_BRCA_SUM229_Neg_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP090546_GSM2330609_BRCA_SUM229_Neg_Input","Input","SUM102PT","Breast","0"
"25","SRP139878_GSM3096467_BRCA_TAMR_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP139878_GSM3096467_BRCA_TAMR_Input","Input","MCF7","Breast","0"
"26","SRP139878_GSM3096509_BRCA_WS8_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP139878_GSM3096509_BRCA_WS8_Input","Input","MCF7","Breast","1"
"27","SRP119968_GSM3329882_BRCA_BT474_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP119968_GSM3329882_BRCA_BT474_Input","Input","BT474","Breast","1"
"28","SRP108616_GSM2654074_BRCA_T15_JG14B_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP108616_GSM2654074_BRCA_T15_JG14B_Input","Input","","Breast","0"
"29","SRP108616_GSM2654073_BRCA_T13_JG13B_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP108616_GSM2654073_BRCA_T13_JG13B_Input","Input","","Breast","0"
"30","SRP108616_GSM2654072_BRCA_T8_JG8B_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP108616_GSM2654072_BRCA_T8_JG8B_Input","Input","","Breast","0"
"31","SRP108616_GSM2654071_BRCA_T6_JG6B1_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP108616_GSM2654071_BRCA_T6_JG6B1_Input","Input","","Breast","0"
"32","SRP108616_GSM2654070_BRCA_T3_Rep2_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP108616_GSM2654070_BRCA_T3_Rep2_Input","Input","","Breast","0"
"33","SRP108616_GSM2654068_BRCA_T14_JG7B_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP108616_GSM2654068_BRCA_T14_JG7B_Input","Input","","Breast","1"
"34","SRP108616_GSM2654067_BRCA_T12_JG15B_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP108616_GSM2654067_BRCA_T12_JG15B_Input","Input","","Breast","1"
"35","SRP108616_GSM2654066_BRCA_T11_JG11B_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP108616_GSM2654066_BRCA_T11_JG11B_Input","Input","","Breast","0"
"36","SRP108616_GSM2654065_BRCA_T10_JG10B_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP108616_GSM2654065_BRCA_T10_JG10B_Input","Input","","Breast","1"
"37","SRP108616_GSM2654064_BRCA_T9_JG9B_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP108616_GSM2654064_BRCA_T9_JG9B_Input","Input","","Breast","0"
"38","SRP108616_GSM2654063_BRCA_T7_JG10A_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP108616_GSM2654063_BRCA_T7_JG10A_Input","Input","","Breast","0"
"39","SRP108616_GSM2654062_BRCA_T5_JG5B1_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP108616_GSM2654062_BRCA_T5_JG5B1_Input","Input","","Breast","0"
"40","SRP108616_GSM2654061_BRCA_T4_JG4B2_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP108616_GSM2654061_BRCA_T4_JG4B2_Input","Input","","Breast","1"
"41","SRP108616_GSM2654060_BRCA_T3_JG3B2_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP108616_GSM2654060_BRCA_T3_JG3B2_Input","Input","","Breast","0"
"42","SRP108616_GSM2654059_BRCA_T2_JG2B_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP108616_GSM2654059_BRCA_T2_JG2B_Input","Input","","Breast","1"
"43","ERP116362_ERR3453527_BRCA_BT549_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/ERP116362_ERR3453527_BRCA_BT549_Input","Input","BT549","Breast","0"
"44","ERP116362_ERR3452702_BRCA_Hs578T_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/ERP116362_ERR3452702_BRCA_Hs578T_Input","Input","HS578T","Breast","0"
"45","SRP061232_GSM1824909_BRCA_MDA231_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP061232_GSM1824909_BRCA_MDA231_Input","Input","MDAMB231","Breast","1"
"46","SRP069828_GSM2058098_CRC_COLO205_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP069828_GSM2058098_CRC_COLO205_Input","Input","COLO205","Bowel","0"
"47","SRP069828_GSM2058099_CRC_HCT116_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP069828_GSM2058099_CRC_HCT116_Input","Input","HCT116","Bowel","0"
"48","SRP013883_GSM951878_CRC_HCT15_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP013883_GSM951878_CRC_HCT15_Input","Input","HCT15","Bowel","0"
"49","SRP068679_GSM2042894_CRC_HT29_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP068679_GSM2042894_CRC_HT29_Input","Input","HT29","Bowel","0"
"50","SRP125029_GSM2857647_CRC_Sw620_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP125029_GSM2857647_CRC_Sw620_Input","Input","SW620","Bowel","0"
"51","SRP048260_GSM1515743_GBM_SF268_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP048260_GSM1515743_GBM_SF268_Input","Input","SF268","CNS/Brain","0"
"52","SRP104313_GSM2584779_GBM_U251_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP104313_GSM2584779_GBM_U251_Input","Input","U251","CNS/Brain","0"
"53","SRP087437_GSM2304864_GBM_U87_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP087437_GSM2304864_GBM_U87_Input","Input","U87","CNS/Brain","0"
"54","SRP233179_GSM4190700_ALL_CCRFCEM_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP233179_GSM4190700_ALL_CCRFCEM_Input","Input","CCRFCEM","Lymphoid","0"
"55","SRP219477_GSE136264_AML_HL60_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP219477_GSE136264_AML_HL60_Input","Input","HL60","Myeloid","1"
"56","SRP116896_GSM2773407_CML_K562_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP116896_GSM2773407_CML_K562_Input","Input","K562","Myeloid","0"
"57","SRP092469_GSM2367762_TALL_MOLT4_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP092469_GSM2367762_TALL_MOLT4_Input","Input","MOLT4","Lymphoid","0"
"58","SRP187892_GSM3660532_MM_RPMI8226_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP187892_GSM3660532_MM_RPMI8226_Input","Input","RPMI8226","Lymphoid","0"
"59","SRP080821_GSM2257952_NSCLC_A549_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP080821_GSM2257952_NSCLC_A549_Input","Input","A549","Lung","1"
"60","SRP119243_GSM2801192_NSCLC_H23_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP119243_GSM2801192_NSCLC_H23_Input","Input","H23","Lung","0"
"61","SRP100951_GSM2516997_NSCLC_HCC827_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP100951_GSM2516997_NSCLC_HCC827_Input","Input","HCC827","Lung","0"
"62","SRP065990_GSM1912811_NSCLC_PC9_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP065990_GSM1912811_NSCLC_PC9_Input","Input","PC9","Lung","0"
"63","SRP068792_GSM2044816_MM_LOXIMVI_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP068792_GSM2044816_MM_LOXIMVI_Input","Input","LOXIMVI","Skin","0"
"64","SRP066618_GSM1953846_MM_SKMEL2_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP066618_GSM1953846_MM_SKMEL2_Input","Input","SKMEL2","Skin","0"
"65","SRP066618_GSM1953848_MM_UACC257_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP066618_GSM1953848_MM_UACC257_Input","Input","UACC257","Skin","0"
"66","SRP069290_GSM2054577_OV_OVCAR3_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP069290_GSM2054577_OV_OVCAR3_Input","Input","OVCAR3","Ovary/Fallopian Tube","0"
"67","SRP113517_GSM2716927_OV_OVCAR8_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP113517_GSM2716927_OV_OVCAR8_Input","Input","OVCAR8","Ovary/Fallopian Tube","0"
"68","SRP081247_GSM2267290_OV_SKOV3_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP081247_GSM2267290_OV_SKOV3_Input","Input","SKOV3","Ovary/Fallopian Tube","1"
"69","SRP164749_GSM3424001_PRCA_DU145_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP164749_GSM3424001_PRCA_DU145_Input","Input","DU145","Prostate","0"
"70","SRP069151_GSM2052192_PRCA_PC3_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP069151_GSM2052192_PRCA_PC3_Input","Input","PC3","Prostate","1"
"71","SRP131906_GSM2974462_CCRCC_7860_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP131906_GSM2974462_CCRCC_7860_Input","Input","786O","Kidney","0"
"72","SRP083003_GSM2293340_CCRCC_A498_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP083003_GSM2293340_CCRCC_A498_Input","Input","A498","Kidney","0"
"73","GSE131956_GSM3832723_GBM_GBM39_Input",0,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/GSE131956_GSM3832723_GBM_GBM39_Input","Input","GBM39","CNS/Brain","1"
"74","SRP161674_GSM3382280_GBM_GSC11_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382280_GBM_GSC11_Input","Input","","CNS/Brain","1"
"75","SRP053047_GSM1599163_TCL_GM12878_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP053047_GSM1599163_TCL_GM12878_Input","Input","GM12878","Lymphoid","0"
"78","SRP006944_GSM733750_TCL_NHDF_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP006944_GSM733750_TCL_NHDF_Input","Input","NHDF","Lymphoid","0"
"79","SRP144098_GSM3122527_TCL_H1_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP144098_GSM3122527_TCL_H1_Input","Input","H1","Lymphoid","1"
"80","SRP015928_GSM945186_TCL_H7_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP015928_GSM945186_TCL_H7_Input","Input","H7","Lymphoid","0"
"81","SRP167795_GSM3455896_TCL_H9_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP167795_GSM3455896_TCL_H9_Input","Input","H9","Lymphoid","0"
"82","SRP070639_GSM2067941_TCL_IMR90_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP070639_GSM2067941_TCL_IMR90_Input","Input","IMR90","Lung","0"
"83","SRP161674_GSM3382360_GBM_GSC9_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382360_GBM_GSC9_Input","Input","","CNS/Brain","0"
"84","SRP161674_GSM3382358_GBM_GSC8_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382358_GBM_GSC8_Input","Input","","CNS/Brain","0"
"85","SRP161674_GSM3382356_GBM_GSC7_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382356_GBM_GSC7_Input","Input","","CNS/Brain","0"
"86","SRP161674_GSM3382354_GBM_GSC6_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382354_GBM_GSC6_Input","Input","","CNS/Brain","0"
"87","SRP161674_GSM3382352_GBM_GSC5_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382352_GBM_GSC5_Input","Input","","CNS/Brain","0"
"88","SRP161674_GSM3382350_GBM_GSC44_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382350_GBM_GSC44_Input","Input","","CNS/Brain","0"
"89","SRP161674_GSM3382348_GBM_GSC43_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382348_GBM_GSC43_Input","Input","","CNS/Brain","0"
"90","SRP161674_GSM3382346_GBM_GSC41_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382346_GBM_GSC41_Input","Input","","CNS/Brain","0"
"91","SRP161674_GSM3382344_GBM_GSC40_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382344_GBM_GSC40_Input","Input","","CNS/Brain","0"
"92","SRP161674_GSM3382342_GBM_GSC4_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382342_GBM_GSC4_Input","Input","","CNS/Brain","0"
"93","SRP161674_GSM3382340_GBM_GSC39_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382340_GBM_GSC39_Input","Input","","CNS/Brain","0"
"94","SRP161674_GSM3382338_GBM_GSC38_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382338_GBM_GSC38_Input","Input","","CNS/Brain","0"
"95","SRP161674_GSM3382336_GBM_GSC37_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382336_GBM_GSC37_Input","Input","","CNS/Brain","1"
"96","SRP161674_GSM3382334_GBM_GSC36_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382334_GBM_GSC36_Input","Input","","CNS/Brain","0"
"97","SRP161674_GSM3382332_GBM_GSC35_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382332_GBM_GSC35_Input","Input","","CNS/Brain","0"
"98","SRP161674_GSM3382330_GBM_GSC34_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382330_GBM_GSC34_Input","Input","","CNS/Brain","0"
"99","SRP161674_GSM3382328_GBM_GSC33_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382328_GBM_GSC33_Input","Input","","CNS/Brain","0"
"100","SRP161674_GSM3382326_GBM_GSC32_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382326_GBM_GSC32_Input","Input","","CNS/Brain","1"
"101","SRP161674_GSM3382324_GBM_GSC31_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382324_GBM_GSC31_Input","Input","","CNS/Brain","0"
"102","SRP161674_GSM3382322_GBM_GSC30_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382322_GBM_GSC30_Input","Input","","CNS/Brain","0"
"103","SRP161674_GSM3382320_GBM_GSC3_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382320_GBM_GSC3_Input","Input","","CNS/Brain","1"
"104","SRP161674_GSM3382318_GBM_GSC29_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382318_GBM_GSC29_Input","Input","","CNS/Brain","0"
"105","SRP161674_GSM3382316_GBM_GSC28_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382316_GBM_GSC28_Input","Input","","CNS/Brain","0"
"106","SRP161674_GSM3382314_GBM_GSC27_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382314_GBM_GSC27_Input","Input","","CNS/Brain","1"
"107","SRP161674_GSM3382312_GBM_GSC26_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382312_GBM_GSC26_Input","Input","","CNS/Brain","0"
"108","SRP161674_GSM3382310_GBM_GSC25_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382310_GBM_GSC25_Input","Input","","CNS/Brain","0"
"109","SRP161674_GSM3382308_GBM_GSC24_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382308_GBM_GSC24_Input","Input","","CNS/Brain","0"
"110","SRP161674_GSM3382306_GBM_GSC23_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382306_GBM_GSC23_Input","Input","","CNS/Brain","1"
"111","SRP161674_GSM3382304_GBM_GSC22_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382304_GBM_GSC22_Input","Input","","CNS/Brain","1"
"112","SRP161674_GSM3382302_GBM_GSC21_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382302_GBM_GSC21_Input","Input","","CNS/Brain","1"
"113","SRP161674_GSM3382300_GBM_GSC20_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382300_GBM_GSC20_Input","Input","","CNS/Brain","0"
"114","SRP161674_GSM3382298_GBM_GSC2_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382298_GBM_GSC2_Input","Input","","CNS/Brain","1"
"115","SRP161674_GSM3382296_GBM_GSC19_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382296_GBM_GSC19_Input","Input","","CNS/Brain","0"
"116","SRP161674_GSM3382294_GBM_GSC18_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382294_GBM_GSC18_Input","Input","","CNS/Brain","0"
"117","SRP161674_GSM3382292_GBM_GSC17_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382292_GBM_GSC17_Input","Input","","CNS/Brain","0"
"118","SRP161674_GSM3382290_GBM_GSC16_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382290_GBM_GSC16_Input","Input","","CNS/Brain","0"
"119","SRP161674_GSM3382288_GBM_GSC15_Input",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382288_GBM_GSC15_Input","Input","","CNS/Brain","1"
"120","SRP161674_GSM3382286_GBM_GSC14_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382286_GBM_GSC14_Input","Input","","CNS/Brain","0"
"121","SRP161674_GSM3382284_GBM_GSC13_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382284_GBM_GSC13_Input","Input","","CNS/Brain","0"
"122","SRP161674_GSM3382282_GBM_GSC12_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382282_GBM_GSC12_Input","Input","","CNS/Brain","0"
"123","SRP161674_GSM3382278_GBM_GSC10_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382278_GBM_GSC10_Input","Input","","CNS/Brain","0"
"124","SRP161674_GSM3382276_GBM_GSC1_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382276_GBM_GSC1_Input","Input","","CNS/Brain","0"
"125","SRP161674_GSM3382274_GBM_GBM84_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382274_GBM_GBM84_Input","Input","","CNS/Brain","0"
"126","SRP161674_GSM3382272_GBM_GBM83_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382272_GBM_GBM83_Input","Input","","CNS/Brain","0"
"127","SRP161674_GSM3382270_GBM_GBM82_Input",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/ChIP-seq/SRP161674_GSM3382270_GBM_GBM82_Input","Input","","CNS/Brain","0"
