"","Sample","downloaded","mapped","asked","circ","path","Type","Cellline","OncotreeLineage","is_ecDNA"
"4451","SRP061246_SRS994222_GSM1825673_OVCAR3-input_DNA_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP061246_SRS994222_GSM1825673_OVCAR3-input_DNA_ChIP_OV","Input","OVCAR3","Ovary/Fallopian Tube","0"
"4452","SRP061246_SRS994220_GSM1825674_OVCA429-input_DNA_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP061246_SRS994220_GSM1825674_OVCA429-input_DNA_ChIP_OV","Input","OVCA429","Ovary/Fallopian Tube","0"
"4453","SRP318249_SRS8844897_GSM5278105_OVCAR-5_Input_ChIP_rep1_ChIP_rep2_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP318249_SRS8844897_GSM5278105_OVCAR-5_Input_ChIP_rep1_ChIP_rep2_OV","Input","OVCAR5","Ovary/Fallopian Tube","0"
"4454","SRP061246_SRS994221_GSM1825675_PEO1-input_DNA_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP061246_SRS994221_GSM1825675_PEO1-input_DNA_ChIP_OV","Input","PEO1","Ovary/Fallopian Tube","0"
"4455","SRP332544_SRS9821158_GSM5518682_L1814_A2780_P53_Input_Mock_Rep_1_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP332544_SRS9821158_GSM5518682_L1814_A2780_P53_Input_Mock_Rep_1_ChIP_OV","Input","A2780","Ovary/Fallopian Tube","0"
"4456","SRP332544_SRS9821158_GSM5518682_L1814_A2780_P53_Input_Mock_Rep_2_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP332544_SRS9821158_GSM5518682_L1814_A2780_P53_Input_Mock_Rep_2_ChIP_OV","Input","A2780","Ovary/Fallopian Tube","0"
"4457","SRP332544_SRS9821158_GSM5518682_L1814_A2780_P53_Input_Mock_Rep_4_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP332544_SRS9821158_GSM5518682_L1814_A2780_P53_Input_Mock_Rep_4_ChIP_OV","Input","A2780","Ovary/Fallopian Tube","0"
"4458","SRP332544_SRS9821149_GSM5518683_L1815_A2780_P53_Input_N3A_Rep_1_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP332544_SRS9821149_GSM5518683_L1815_A2780_P53_Input_N3A_Rep_1_ChIP_OV","Input","A2780","Ovary/Fallopian Tube","0"
"4459","SRP332544_SRS9821149_GSM5518683_L1815_A2780_P53_Input_N3A_Rep_2_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP332544_SRS9821149_GSM5518683_L1815_A2780_P53_Input_N3A_Rep_2_ChIP_OV","Input","A2780","Ovary/Fallopian Tube","0"
"4460","SRP332544_SRS9821149_GSM5518683_L1815_A2780_P53_Input_N3A_Rep_3_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP332544_SRS9821149_GSM5518683_L1815_A2780_P53_Input_N3A_Rep_3_ChIP_OV","Input","A2780","Ovary/Fallopian Tube","0"
"4461","SRP332544_SRS9821158_GSM5518682_L1814_A2780_P53_Input_Mock_Rep_3_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP332544_SRS9821158_GSM5518682_L1814_A2780_P53_Input_Mock_Rep_3_ChIP_OV","Input","A2780","Ovary/Fallopian Tube","0"
"4462","SRP332544_SRS9821149_GSM5518683_L1815_A2780_P53_Input_N3A_Rep_4_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP332544_SRS9821149_GSM5518683_L1815_A2780_P53_Input_N3A_Rep_4_ChIP_OV","Input","A2780","Ovary/Fallopian Tube","0"
"4463","SRP332544_SRS9821152_GSM5518684_L1816_A2780_P53_Input_AZA_Rep_2_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP332544_SRS9821152_GSM5518684_L1816_A2780_P53_Input_AZA_Rep_2_ChIP_OV","Input","A2780","Ovary/Fallopian Tube","0"
"4464","SRP332544_SRS9821152_GSM5518684_L1816_A2780_P53_Input_AZA_Rep_3_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP332544_SRS9821152_GSM5518684_L1816_A2780_P53_Input_AZA_Rep_3_ChIP_OV","Input","A2780","Ovary/Fallopian Tube","0"
"4465","SRP332544_SRS9821152_GSM5518684_L1816_A2780_P53_Input_AZA_Rep_4_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP332544_SRS9821152_GSM5518684_L1816_A2780_P53_Input_AZA_Rep_4_ChIP_OV","Input","A2780","Ovary/Fallopian Tube","0"
"4466","SRP332544_SRS9821152_GSM5518684_L1816_A2780_P53_Input_AZA_Rep_1_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP332544_SRS9821152_GSM5518684_L1816_A2780_P53_Input_AZA_Rep_1_ChIP_OV","Input","A2780","Ovary/Fallopian Tube","0"
"4467","SRP333034_SRS9822374_GSM5526961_SKOV3_AA_H3K27ac_or_H3K4me3_input_rep1_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP333034_SRS9822374_GSM5526961_SKOV3_AA_H3K27ac_or_H3K4me3_input_rep1_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4468","SRP333034_SRS9822378_GSM5526965_SKOV3_CC_H3K27ac_or_H3K4me3_input_rep1_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP333034_SRS9822378_GSM5526965_SKOV3_CC_H3K27ac_or_H3K4me3_input_rep1_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4469","SRP333034_SRS9822375_GSM5526962_SKOV3_AA_H3K27ac_input_rep2_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP333034_SRS9822375_GSM5526962_SKOV3_AA_H3K27ac_input_rep2_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4470","SRP333034_SRS9822379_GSM5526966_SKOV3_CC_H3K27ac_input_rep2_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP333034_SRS9822379_GSM5526966_SKOV3_CC_H3K27ac_input_rep2_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4471","SRP333034_SRS9822385_GSM5526972_SKOV3_CC_H3K4me3_input_rep2_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP333034_SRS9822385_GSM5526972_SKOV3_CC_H3K4me3_input_rep2_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4472","SRP333034_SRS9822382_GSM5526969_SKOV3_AA_H3K4me3_input_rep2_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP333034_SRS9822382_GSM5526969_SKOV3_AA_H3K4me3_input_rep2_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4473","SRP333034_SRS9822388_GSM5526975_SKOV3_AA_H3K27me3_input_rep1_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP333034_SRS9822388_GSM5526975_SKOV3_AA_H3K27me3_input_rep1_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4474","SRP333034_SRS9822392_GSM5526979_SKOV3_CC_H3K27me3_input_rep1_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP333034_SRS9822392_GSM5526979_SKOV3_CC_H3K27me3_input_rep1_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4475","SRP333034_SRS9822389_GSM5526976_SKOV3_AA_H3K27me3_input_rep2_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP333034_SRS9822389_GSM5526976_SKOV3_AA_H3K27me3_input_rep2_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4476","SRP333034_SRS9822393_GSM5526980_SKOV3_CC_H3K27me3_input_rep2_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP333034_SRS9822393_GSM5526980_SKOV3_CC_H3K27me3_input_rep2_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4477","SRP333034_SRS9822397_GSM5526984_SKOV3_AA_H3K9me3_input_rep2_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP333034_SRS9822397_GSM5526984_SKOV3_AA_H3K9me3_input_rep2_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4478","SRP333034_SRS9822400_GSM5526987_SKOV3_CC_H3K9me3_input_rep1_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP333034_SRS9822400_GSM5526987_SKOV3_CC_H3K9me3_input_rep1_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4479","SRP333034_SRS9822396_GSM5526983_SKOV3_AA_H3K9me3_input_rep1_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP333034_SRS9822396_GSM5526983_SKOV3_AA_H3K9me3_input_rep1_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4480","SRP333034_SRS9822401_GSM5526988_SKOV3_CC_H3K9me3_input_rep2_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP333034_SRS9822401_GSM5526988_SKOV3_CC_H3K9me3_input_rep2_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4481","SRP341691_SRS10598977_GSM5629047_SKOV3_AA_EZH2_input_rep2_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP341691_SRS10598977_GSM5629047_SKOV3_AA_EZH2_input_rep2_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4482","SRP341691_SRS10599003_GSM5629046_SKOV3_AA_EZH2_input_rep1_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP341691_SRS10599003_GSM5629046_SKOV3_AA_EZH2_input_rep1_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4483","SRP341691_SRS10599011_GSM5629050_SKOV3_CC_EZH2_input_rep1_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP341691_SRS10599011_GSM5629050_SKOV3_CC_EZH2_input_rep1_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4484","SRP341691_SRS10599006_GSM5629054_SKOV3_AA_-WT_H3K27ac_input_rep1_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP341691_SRS10599006_GSM5629054_SKOV3_AA_-WT_H3K27ac_input_rep1_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4485","SRP341691_SRS10599628_GSM5629051_SKOV3_CC_EZH2_input_rep2_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP341691_SRS10599628_GSM5629051_SKOV3_CC_EZH2_input_rep2_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4486","SRP341691_SRS10598979_GSM5629055_SKOV3_AA_-WT_H3K27ac_input_rep2_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP341691_SRS10598979_GSM5629055_SKOV3_AA_-WT_H3K27ac_input_rep2_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4487","SRP341691_SRS10598980_GSM5629059_SKOV3_AA_-iEZH2_H3K27ac_input_rep2_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP341691_SRS10598980_GSM5629059_SKOV3_AA_-iEZH2_H3K27ac_input_rep2_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4488","SRP341691_SRS10599015_GSM5629058_SKOV3_AA_-iEZH2_H3K27ac_input_rep1_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP341691_SRS10599015_GSM5629058_SKOV3_AA_-iEZH2_H3K27ac_input_rep1_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4489","SRP341691_SRS10599013_GSM5629062_SKOV3_CC_-WT_H3K27ac_input_rep1_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP341691_SRS10599013_GSM5629062_SKOV3_CC_-WT_H3K27ac_input_rep1_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4490","SRP341691_SRS10599014_GSM5629066_SKOV3_CC_-iEZH2_H3K27ac_input_rep1_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP341691_SRS10599014_GSM5629066_SKOV3_CC_-iEZH2_H3K27ac_input_rep1_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4491","SRP341691_SRS10598981_GSM5629063_SKOV3_CC_-WT_H3K27ac_input_rep2_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP341691_SRS10598981_GSM5629063_SKOV3_CC_-WT_H3K27ac_input_rep2_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4492","SRP341691_SRS10599037_GSM5629067_SKOV3_CC_-iEZH2_H3K27ac_input_rep2_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP341691_SRS10599037_GSM5629067_SKOV3_CC_-iEZH2_H3K27ac_input_rep2_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4493","SRP357260_SRS11808930_GSM5847954_Pooled_Input_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP357260_SRS11808930_GSM5847954_Pooled_Input_ChIP_OV","Input","OVCAR8","Ovary/Fallopian Tube","0"
"4494","SRP366004_SRS12388024_GSM5973933_OVCAR-5_Input_ChIP_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP366004_SRS12388024_GSM5973933_OVCAR-5_Input_ChIP_ChIP_OV","Input","OVCAR5","Ovary/Fallopian Tube","0"
"4495","SRP354931_SRS11655754_GSM5815107_OVCAR8-Input_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP354931_SRS11655754_GSM5815107_OVCAR8-Input_ChIP_OV","Input","OVCAR8","Ovary/Fallopian Tube","1"
"4496","SRP068792_SRS1258626_GSM2044818_A2780_INPUT_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP068792_SRS1258626_GSM2044818_A2780_INPUT_ChIP_OV","Input","A2780","Ovary/Fallopian Tube","0"
"4497","SRP072841_SRS1373799_GSM2107937_FT33_input_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP072841_SRS1373799_GSM2107937_FT33_input_ChIP_OV","Input","FT33","Ovary/Fallopian Tube","0"
"4498","SRP072841_SRS1373797_GSM2107939_FT194_input_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP072841_SRS1373797_GSM2107939_FT194_input_ChIP_OV","Input","FT194","Ovary/Fallopian Tube","0"
"4499","SRP072841_SRS1373795_GSM2107941_FT246_input_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP072841_SRS1373795_GSM2107941_FT246_input_ChIP_OV","Input","FT246","Ovary/Fallopian Tube","0"
"4500","SRP072841_SRS1373793_GSM2107943_KURAMOCHI_input_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP072841_SRS1373793_GSM2107943_KURAMOCHI_input_ChIP_OV","Input","KURAMOCHI","Ovary/Fallopian Tube","0"
"4501","SRP072841_SRS1373792_GSM2107944_OVSAHO_input_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP072841_SRS1373792_GSM2107944_OVSAHO_input_ChIP_OV","Input","OVSAHO","Ovary/Fallopian Tube","0"
"4502","SRP072841_SRS1373790_GSM2107946_JHOS4_input_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP072841_SRS1373790_GSM2107946_JHOS4_input_ChIP_OV","Input","JHOS4","Ovary/Fallopian Tube","0"
"4503","SRP392345_SRS14663237_GSM6465759_OVCAR8_Input_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP392345_SRS14663237_GSM6465759_OVCAR8_Input_ChIP_OV","Input","OVCAR8","Ovary/Fallopian Tube","0"
"4504","SRP076250_SRS1471508_Input_DNA_C13_DNA_shcontrol_1_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP076250_SRS1471508_Input_DNA_C13_DNA_shcontrol_1_OV","Input","C13","Ovary/Fallopian Tube","0"
"4505","SRP076250_SRS1471509_Input_DNA_C13_DNA_shcontrol_2_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP076250_SRS1471509_Input_DNA_C13_DNA_shcontrol_2_OV","Input","C13","Ovary/Fallopian Tube","0"
"4506","SRP076250_SRS1471510_Input_DNA_C13_DNA_shCEBPB_1_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP076250_SRS1471510_Input_DNA_C13_DNA_shCEBPB_1_OV","Input","C13","Ovary/Fallopian Tube","0"
"4507","SRP076250_SRS1471511_Input_DNA_C13_DNA_shCEBPB_2_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP076250_SRS1471511_Input_DNA_C13_DNA_shCEBPB_2_OV","Input","C13","Ovary/Fallopian Tube","0"
"4508","SRP076250_SRS1471512_Input_DNA_SKOV3_shcontrol_1_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP076250_SRS1471512_Input_DNA_SKOV3_shcontrol_1_OV","Input","SKOV3","Ovary/Fallopian Tube","0"
"4509","SRP069290_SRS1275359_GSM2054577_input_control_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP069290_SRS1275359_GSM2054577_input_control_ChIP_OV","Input","OVCAR3","Ovary/Fallopian Tube","0"
"4510","SRP076250_SRS1471514_Input_DNA_SKOV3_shCEBPB_1_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP076250_SRS1471514_Input_DNA_SKOV3_shCEBPB_1_OV","Input","SKOV3","Ovary/Fallopian Tube","0"
"4511","SRP017209_SRS375822_GSM1038269_Flag-Evi1Δ324_input_DNA_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP017209_SRS375822_GSM1038269_Flag-Evi1Δ324_input_DNA_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","0"
"4512","SRP477435_SRS19836885_GSM7967854_SK-OV-3_Input_Repeat1_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP477435_SRS19836885_GSM7967854_SK-OV-3_Input_Repeat1_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","0"
"4513","SRP392345_SRS17626753_GSM7328472_OVCAR8_Input_for_H3K4me3_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP392345_SRS17626753_GSM7328472_OVCAR8_Input_for_H3K4me3_ChIP_OV","Input","OVCAR8","Ovary/Fallopian Tube","0"
"4514","SRP477435_SRS19836886_GSM7967855_SK-OV-3_Input_Repeat2_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP477435_SRS19836886_GSM7967855_SK-OV-3_Input_Repeat2_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4515","SRP101295_SRS2015796_GSM2520576_CHIP.CARM1-KO.input_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP101295_SRS2015796_GSM2520576_CHIP.CARM1-KO.input_ChIP_OV","Input","A1874","Ovary/Fallopian Tube","0"
"4516","SRP101295_SRS2015791_GSM2520573_CHIP.CARM1-WT.input_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP101295_SRS2015791_GSM2520573_CHIP.CARM1-WT.input_ChIP_OV","Input","A1874","Ovary/Fallopian Tube","0"
"4517","SRP113517_SRS2382029_GSM2716926_HEYA8_Input_DNA_ChIP_1_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP113517_SRS2382029_GSM2716926_HEYA8_Input_DNA_ChIP_1_OV","Input","HEYA8","Ovary/Fallopian Tube","0"
"4518","SRP113517_SRS2382030_GSM2716927_OVCAR8_Input_DNA_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP113517_SRS2382030_GSM2716927_OVCAR8_Input_DNA_ChIP_OV","Input","OVCAR8","Ovary/Fallopian Tube","0"
"4519","SRP150869_SRS3436385_GSM3206460_Input_rep1_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP150869_SRS3436385_GSM3206460_Input_rep1_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","0"
"4520","SRP113517_SRS2382029_GSM2716926_HEYA8_Input_DNA_ChIP_2_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP113517_SRS2382029_GSM2716926_HEYA8_Input_DNA_ChIP_2_OV","Input","HEYA8","Ovary/Fallopian Tube","0"
"4521","SRP150869_SRS3436386_GSM3206461_Input_rep2_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP150869_SRS3436386_GSM3206461_Input_rep2_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","0"
"4522","SRP157072_SRS3647689_GSM3328055_OVCA429_input_DNA_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP157072_SRS3647689_GSM3328055_OVCA429_input_DNA_ChIP_OV","Input","OVCA429","Ovary/Fallopian Tube","0"
"4523","SRP157072_SRS3647694_GSM3328061_SKOV3_input_DNA_ChIP_OV",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP157072_SRS3647694_GSM3328061_SKOV3_input_DNA_ChIP_OV","Input","SKOV3","Ovary/Fallopian Tube","1"
"4524","SRP157072_SRS3647684_GSM3328049_PEO1_input_DNA_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP157072_SRS3647684_GSM3328049_PEO1_input_DNA_ChIP_OV","Input","PEO1","Ovary/Fallopian Tube","0"
"4525","SRP157072_SRS3647700_GSM3328067_HEYA8_input_DNA_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP157072_SRS3647700_GSM3328067_HEYA8_input_DNA_ChIP_OV","Input","HEYA8","Ovary/Fallopian Tube","0"
"4526","SRP198303_SRS4754889_GSM3764612_BRCA1_WT_Input_control_ChIP_1_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP198303_SRS4754889_GSM3764612_BRCA1_WT_Input_control_ChIP_1_OV","Input","UWB1289","Ovary/Fallopian Tube","0"
"4527","SRP198303_SRS4754889_GSM3764612_BRCA1_WT_Input_control_ChIP_2_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP198303_SRS4754889_GSM3764612_BRCA1_WT_Input_control_ChIP_2_OV","Input","UWB1289","Ovary/Fallopian Tube","0"
"4528","SRP198303_SRS4754889_GSM3764612_BRCA1_WT_Input_control_ChIP_3_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP198303_SRS4754889_GSM3764612_BRCA1_WT_Input_control_ChIP_3_OV","Input","UWB1289","Ovary/Fallopian Tube","0"
"4529","SRP198303_SRS4754889_GSM3764612_BRCA1_WT_Input_control_ChIP_4_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP198303_SRS4754889_GSM3764612_BRCA1_WT_Input_control_ChIP_4_OV","Input","UWB1289","Ovary/Fallopian Tube","0"
"4530","SRP198303_SRS4754893_GSM3764615_BRCA1_Null_Input_control_ChIP_1_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP198303_SRS4754893_GSM3764615_BRCA1_Null_Input_control_ChIP_1_OV","Input","UWB1289","Ovary/Fallopian Tube","0"
"4531","SRP157072_SRS3647706_GSM3328073_OVCA429shLuc_input_DNA_ChIP_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP157072_SRS3647706_GSM3328073_OVCA429shLuc_input_DNA_ChIP_OV","Input","OVCA429","Ovary/Fallopian Tube","0"
"4532","SRP198303_SRS4754893_GSM3764615_BRCA1_Null_Input_control_ChIP_2_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP198303_SRS4754893_GSM3764615_BRCA1_Null_Input_control_ChIP_2_OV","Input","UWB1289","Ovary/Fallopian Tube","0"
"4533","SRP198303_SRS4754893_GSM3764615_BRCA1_Null_Input_control_ChIP_4_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP198303_SRS4754893_GSM3764615_BRCA1_Null_Input_control_ChIP_4_OV","Input","UWB1289","Ovary/Fallopian Tube","0"
"4534","SRP198303_SRS4754893_GSM3764615_BRCA1_Null_Input_control_ChIP_3_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP198303_SRS4754893_GSM3764615_BRCA1_Null_Input_control_ChIP_3_OV","Input","UWB1289","Ovary/Fallopian Tube","0"
"4535","SRP199786_SRS4840967_GSM3830031_Input_FT282_ChIP_ChIP_1_OV",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP199786_SRS4840967_GSM3830031_Input_FT282_ChIP_ChIP_1_OV","Input","FT282","Ovary/Fallopian Tube","0"
